Date,Hour,Charging power,Price,Energy Purchase from grid,Cost of energy supply from grid at DT,Cost of energy supply on route,EVs slow charging,EVs fast charging 50kW,EVs fast charging 150kW,EVs fast charging 350kW,EVs route charging,Slow Charging Hourly,Fast Charging Hourly 50kW,Fast Charging Hourly 150kW,Fast Charging Hourly 350kW,Route Charging Hourly
1,0,0.0,0.02325168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,0.0159638399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0,0.0010411199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.0,0.00092544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.0,0.0005784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.0,0.00092544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,0.0,0.0010411199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0.0,0.00613104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,0.0,0.0234830399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,0.0,0.0358608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,0.0,0.0512462399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,0.0,0.0701020799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,0.0,0.0701020799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,0.0,0.06570624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,0.0,0.20486928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,0.0,0.2789044799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16,0.0,0.42269472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,17,0.0,0.53247504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,18,59.933099287765884,0.62733264,62.171264821333914,41.05993255809268,0.0,3.0,0.0,0.0,0.0,0.0,59.93309928776587,0.0,0.0,0.0,0.0
1,19,84.64620083935398,0.62039184,87.80726228148754,57.3813293936919,0.0,4.0,0.0,0.0,0.0,0.0,84.64620083935398,0.0,0.0,0.0,0.0
1,20,117.85799752918243,0.5558424,122.25933353649631,72.00370531538462,0.0,5.0,0.0,0.0,0.0,0.0,117.85799752918241,0.0,0.0,0.0,0.0
1,21,133.09681324029935,0.51685824,138.06723365176282,75.93121282079227,0.0,5.0,0.0,0.0,0.0,0.0,133.09681324029935,0.0,0.0,0.0,0.0
1,22,102.51089559917862,0.5316652799999999,106.33910331865005,60.05663346070631,0.0,6.0,0.0,0.0,0.0,0.0,102.51089559917862,0.0,0.0,0.0,0.0
1,23,164.16229198457359,0.40488,170.29283400889375,74.5848554392153,0.0,5.0,0.0,0.0,0.0,0.0,164.16229198457359,0.0,0.0,0.0,0.0
2,0,83.35609297636623,0.66990288,86.46897611656249,60.78793924059464,0.0,5.0,0.0,0.0,0.0,0.0,83.35609297636623,0.0,0.0,0.0,0.0
2,1,111.13078872856649,0.59771856,115.28090117071213,72.72133207201094,0.0,5.0,0.0,0.0,0.0,0.0,111.13078872856649,0.0,0.0,0.0,0.0
2,2,63.686330592498926,0.61148448,66.064658290974,42.58425341086516,0.0,5.0,0.0,0.0,0.0,0.0,63.686330592498926,0.0,0.0,0.0,0.0
2,3,115.37416404288882,0.5108428799999999,119.6827427830797,65.10057579572758,0.0,5.0,0.0,0.0,0.0,0.0,115.37416404288882,0.0,0.0,0.0,0.0
2,4,116.66749298254511,0.57932544,121.02437031384348,74.11840324017852,0.0,6.0,0.0,0.0,0.0,0.0,116.66749298254511,0.0,0.0,0.0,0.0
2,5,140.81857096832118,0.81820464,146.0773557762668,124.35633077126676,0.0,8.0,0.0,0.0,0.0,0.0,140.81857096832118,0.0,0.0,0.0,0.0
2,6,113.91514900625407,1.18641408,118.16924170773244,144.10905408550298,0.0,9.0,0.0,0.0,0.0,0.0,113.91514900625405,0.0,0.0,0.0,0.0
2,7,68.02321632033221,1.59858192,70.56350240698362,115.13719108935165,0.0,6.0,0.0,0.0,0.0,0.0,68.02321632033221,0.0,0.0,0.0,0.0
2,8,127.25847750823249,1.68869664,132.01086878447356,227.29587031658744,0.0,7.0,0.0,0.0,0.0,0.0,127.25847750823249,0.0,0.0,0.0,0.0
2,9,83.19268786202363,1.7010744,86.29946873653904,149.65832941650632,0.0,6.0,0.0,0.0,0.0,0.0,83.19268786202363,0.0,0.0,0.0,0.0
2,10,38.17572630170191,1.68441648,39.601375831640986,68.0160156215171,0.0,2.0,0.0,0.0,0.0,0.0,38.1757263017019,0.0,0.0,0.0,0.0
2,11,0.0,1.6582728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,12,1.2298921018351034,1.67018784,1.2758216824015598,0.0,11.354812973373882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2298921018351034
2,13,0.0,1.6630156799999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,14,0.0,1.7143775999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15,0.0,1.79697312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,16,0.0,1.88431152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,17,0.0,1.96656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,18,0.0,2.02139232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,19,88.62129073839382,1.90247328,91.93079952115544,177.93879916218523,0.0,3.0,0.0,0.0,0.0,0.0,88.62129073839384,0.0,0.0,0.0,0.0
2,20,314.26273766176394,1.769904,325.99869052050195,587.7769430032271,0.0,8.0,0.0,0.0,0.0,0.0,314.26273766176394,0.0,0.0,0.0,0.0
2,21,267.8839424638995,1.6388385599999995,277.8879071202277,464.6115072720071,0.0,8.0,0.0,0.0,0.0,0.0,267.8839424638995,0.0,0.0,0.0,0.0
2,22,380.3192314681896,1.5231585600000002,394.5220243445951,613.9782774948044,0.0,10.0,0.0,0.0,0.0,0.0,380.31923146818906,0.0,0.0,0.0,0.0
2,23,316.7337503954547,1.3657180800000002,328.5619817380235,459.5984404557772,0.0,7.0,0.0,0.0,0.0,0.0,316.7337503954547,0.0,0.0,0.0,0.0
3,0,354.2644824770483,0.91167408,367.4942764284734,347.19906691797667,0.0,9.0,0.0,0.0,0.0,0.0,354.26448247704775,0.0,0.0,0.0,0.0
3,1,270.5016130846283,0.85522224,280.60333307534063,249.26618138895265,0.0,7.0,0.0,0.0,0.0,0.0,270.50161308462833,0.0,0.0,0.0,0.0
3,2,320.11217097257776,0.85533792,332.0665673989396,295.0205304414537,0.0,8.0,0.0,0.0,0.0,0.0,320.11217097257776,0.0,0.0,0.0,0.0
3,3,377.22147627568836,0.82641792,391.3085853482245,336.33674135664836,0.0,9.0,0.0,0.0,0.0,0.0,377.2214762756879,0.0,0.0,0.0,0.0
3,4,465.31371713324467,0.83671344,482.6905779390505,419.85075205275353,0.0,13.0,0.0,0.0,0.0,0.0,465.31371713324467,0.0,0.0,0.0,0.0
3,5,271.0592660610196,0.89235552,281.1818112666179,260.22125936028976,0.0,11.0,0.0,0.0,0.0,0.0,271.0592660610192,0.0,0.0,0.0,0.0
3,6,288.12063519915523,1.18548864,298.8803269700781,364.21217116522274,0.0,10.0,0.0,0.0,0.0,0.0,288.12063519915466,0.0,0.0,0.0,0.0
3,7,127.70428877583453,1.79257728,132.4733286056375,241.85354624128647,0.0,6.0,0.0,0.0,0.0,0.0,127.70428877583456,0.0,0.0,0.0,0.0
3,8,285.3801116609309,1.89622656,296.0374602291814,571.1529347751033,0.0,9.0,0.0,0.0,0.0,0.0,285.380111660929,0.0,0.0,0.0,0.0
3,9,0.0,1.93266576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10,0.0,1.95001776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,11,0.0,1.96066032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,0.0,1.902936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,13,0.0,1.86140688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,14,0.0,1.88627808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,15,0.0,1.94030064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,16,0.0,1.92734448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,17,0.0,1.97488896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,18,0.0,1.95418224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,19,137.21813376651195,1.86233232,142.34246241339417,269.8005037667325,0.0,4.0,0.0,0.0,0.0,0.0,137.21813376651187,0.0,0.0,0.0,0.0
3,20,143.07223319759987,1.73080416,148.41517966556006,261.7901528192288,0.0,4.0,0.0,0.0,0.0,0.0,143.0722331975999,0.0,0.0,0.0,0.0
3,21,108.50669230285908,1.5159864,112.55880944279988,174.3633209080329,0.0,4.0,0.0,0.0,0.0,0.0,108.50669230285908,0.0,0.0,0.0,0.0
3,22,267.84751442891167,1.32187536,277.85011870219057,376.4800646145433,0.0,7.0,0.0,0.0,0.0,0.0,267.84751442891167,0.0,0.0,0.0,0.0
3,23,201.40217779298587,1.08345888,208.9234209470808,233.27530089844106,0.0,6.0,0.0,0.0,0.0,0.0,201.40217779298587,0.0,0.0,0.0,0.0
4,0,246.16943550106024,0.95875584,255.3624849596061,253.28277202409745,0.0,9.0,0.0,0.0,0.0,0.0,246.16943550106024,0.0,0.0,0.0,0.0
4,1,342.62432298184893,0.91202112,355.41942218034126,335.91440236083696,0.0,10.0,0.0,0.0,0.0,0.0,342.62432298184876,0.0,0.0,0.0,0.0
4,2,304.45468048278315,0.80895024,315.82435734728546,265.9399759021275,0.0,8.0,0.0,0.0,0.0,0.0,304.4546804827826,0.0,0.0,0.0,0.0
4,3,447.1577928365173,0.8011996800000001,463.85663157315065,386.99543928735756,0.0,12.0,0.0,0.0,0.0,0.0,447.1577928365173,0.0,0.0,0.0,0.0
4,4,359.360124964795,0.830004,372.7802126190819,321.7480926323801,0.0,13.0,0.0,0.0,0.0,0.0,359.3601249647947,0.0,0.0,0.0,0.0
4,5,140.8105553934306,0.94545264,146.06904086455458,142.93624556027777,0.0,9.0,0.0,0.0,0.0,0.0,140.8105553934306,0.0,0.0,0.0,0.0
4,6,278.24908263212006,0.92671248,288.6401272117429,277.0403963266184,0.0,8.0,0.0,0.0,0.0,0.0,278.24908263212,0.0,0.0,0.0,0.0
4,7,291.39945932589654,0.96396144,302.28159681109605,301.3933242019708,0.0,10.0,0.0,0.0,0.0,0.0,291.39945932589654,0.0,0.0,0.0,0.0
4,8,93.4297987141423,0.99797136,96.91887833417252,99.93027969368978,0.0,8.0,0.0,0.0,0.0,0.0,93.42979871414231,0.0,0.0,0.0,0.0
4,9,164.49398821507086,0.98756016,170.63691723555067,174.16230324754392,0.0,5.0,0.0,0.0,0.0,0.0,164.49398821507086,0.0,0.0,0.0,0.0
4,10,228.38961763462103,0.8785896,236.9186904923455,215.99630616749027,0.0,5.0,0.0,0.0,0.0,0.0,228.38961763462103,0.0,0.0,0.0,0.0
4,11,0.0,0.94522128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,0.7759453466292854,0.93573552,0.804922558744072,0.0,7.1638107728222415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7759453466292854
4,13,0.0,0.92220096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,0.0,0.92798496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,0.0,0.92243232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,0.0,0.93492576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,0.04517903735463744,0.99669888,0.046866221322238014,0.0,0.41710936976791835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04517903735463744
4,18,97.56719393157316,0.83613504,101.21078208669417,87.97595821555889,0.0,3.0,0.0,0.0,0.0,0.0,97.56719393157314,0.0,0.0,0.0,0.0
4,19,154.05861706934553,0.77054448,159.81184343293106,128.4319058134993,0.0,6.0,0.0,0.0,0.0,0.0,154.05861706934553,0.0,0.0,0.0,0.0
4,20,269.4784087093757,0.71871984,279.54191774831503,210.16515987483137,0.0,7.0,0.0,0.0,0.0,0.0,269.4784087093757,0.0,0.0,0.0,0.0
4,21,210.3111538924722,0.6623836799999999,218.16509739883008,151.73026478649678,0.0,7.0,0.0,0.0,0.0,0.0,210.3111538924722,0.0,0.0,0.0,0.0
4,22,325.32772756199745,0.43888992,337.4768958112008,159.285693055777,0.0,8.0,0.0,0.0,0.0,0.0,325.32772756199745,0.0,0.0,0.0,0.0
4,23,327.4459791510646,0.3565257599999999,339.67425223139486,132.3458386780889,0.0,8.0,0.0,0.0,0.0,0.0,327.4459791510645,0.0,0.0,0.0,0.0
5,0,275.18566019587365,0.34738704,285.46230310775286,108.61470674105166,0.0,8.0,0.0,0.0,0.0,0.0,275.18566019587297,0.0,0.0,0.0,0.0
5,1,241.5675412317373,0.3256392,250.58873571756982,89.89600258033244,0.0,6.0,0.0,0.0,0.0,0.0,241.5675412317373,0.0,0.0,0.0,0.0
5,2,389.3691542487633,0.32020224,403.909911046435,142.70227633090624,0.0,9.0,0.0,0.0,0.0,0.0,389.3691542487633,0.0,0.0,0.0,0.0
5,3,515.3856983881814,0.3211276799999999,534.6324672076571,189.38161851164443,0.0,12.0,0.0,0.0,0.0,0.0,515.3856983881814,0.0,0.0,0.0,0.0
5,4,240.35199522274104,0.33119184,249.32779587421274,90.82808152216137,0.0,8.0,0.0,0.0,0.0,0.0,240.3519952227407,0.0,0.0,0.0,0.0
5,5,197.87157803152692,0.4604064,205.26097306174992,101.29760387620121,0.0,8.0,0.0,0.0,0.0,0.0,197.87157803152695,0.0,0.0,0.0,0.0
5,6,225.99031095773404,0.7253136000000001,234.42978315117642,177.7947357869031,0.0,9.0,0.0,0.0,0.0,0.0,225.9903109577341,0.0,0.0,0.0,0.0
5,7,154.12924676514433,0.98941104,159.88511075222442,163.48429087577216,0.0,9.0,0.0,0.0,0.0,0.0,154.12924676514376,0.0,0.0,0.0,0.0
5,8,94.48441338952141,1.08207072,98.01287696008445,102.31168759931597,55.781312505086255,5.0,0.0,0.0,0.0,1.0,88.4424824620042,0.0,0.0,0.0,6.041930927517207
5,9,176.98065345085175,1.2484185600000002,183.58988947183792,220.9320149804015,99.60241127865974,4.0,0.0,0.0,0.0,1.0,166.1922574426913,0.0,0.0,0.0,10.788396008160447
5,10,188.89472674335343,1.48938,195.94888666322973,298.328260967034,0.0,4.0,0.0,0.0,0.0,0.0,188.89472674335343,0.0,0.0,0.0,0.0
5,11,0.0,1.6153555199999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,12,0.0,1.61940432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,13,0.0,1.64936544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14,0.0,1.7282592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,15,0.0,1.7953536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,16,0.0,1.95024912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,17,0.0,2.19826704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,18,0.0,2.19792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,19,0.0,2.00947728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,20,168.73324229366852,1.8514584,175.03448370712502,329.86270655992564,0.0,5.0,0.0,0.0,0.0,0.0,168.73324229366847,0.0,0.0,0.0,0.0
5,21,290.44973662691314,1.71923616,301.296407289329,527.9725893711787,0.0,7.0,0.0,0.0,0.0,0.0,290.44973662691314,0.0,0.0,0.0,0.0
5,22,200.2070583904923,1.6330545599999997,207.68367052955634,346.03309469035787,0.0,6.0,0.0,0.0,0.0,0.0,200.2070583904923,0.0,0.0,0.0,0.0
5,23,150.52944386416837,1.469136,156.15087537776802,234.57546642399672,0.0,6.0,0.0,0.0,0.0,0.0,150.52944386416837,0.0,0.0,0.0,0.0
6,0,306.4048902758413,1.24020528,317.8473965517026,404.7167682635368,0.0,8.0,0.0,0.0,0.0,0.0,306.40489027584044,0.0,0.0,0.0,0.0
6,1,388.2819852285549,1.1695247999999998,402.78214235327283,484.3957933911761,0.0,11.0,0.0,0.0,0.0,0.0,388.28198522855416,0.0,0.0,0.0,0.0
6,2,356.4442880243513,1.11897264,369.75548550243917,425.98517833727675,0.0,11.0,0.0,0.0,0.0,0.0,356.4442880243513,0.0,0.0,0.0,0.0
6,3,285.2802078451744,0.95250912,295.93382556553354,291.67507739387906,0.0,8.0,0.0,0.0,0.0,0.0,285.28020784517435,0.0,0.0,0.0,0.0
6,4,422.2181937901255,0.94776624,437.98567820552427,429.6053653553025,0.0,11.0,0.0,0.0,0.0,0.0,422.2181937901255,0.0,0.0,0.0,0.0
6,5,509.71447626510087,0.97205904,528.7494567065361,531.4772963036634,0.0,15.0,0.0,0.0,0.0,0.0,509.7144762651007,0.0,0.0,0.0,0.0
6,6,223.83973094180777,1.124988,232.1988910184728,268.90674930180114,0.0,12.0,0.0,0.0,0.0,0.0,223.83973094180777,0.0,0.0,0.0,0.0
6,7,234.1231193991367,1.2024936,242.86630643063978,300.0840538813373,0.0,8.0,0.0,0.0,0.0,0.0,234.12311939913667,0.0,0.0,0.0,0.0
6,8,144.18814140111402,1.25524368,149.57276078953737,192.70112106335228,0.0,8.0,0.0,0.0,0.0,0.0,144.18814140111402,0.0,0.0,0.0,0.0
6,9,95.15739493913384,1.27155456,98.71099060076125,128.78374400940032,0.0,5.0,0.0,0.0,0.0,0.0,95.1573949391337,0.0,0.0,0.0,0.0
6,10,47.419707316461114,1.27409952,49.190567755665064,63.83614855859057,3.1709529707188446,1.0,0.0,0.0,0.0,1.0,47.07624679244168,0.0,0.0,0.0,0.3434605240194344
6,11,0.31516938939862627,1.2799992,0.32693920062098164,0.0,2.909758885526737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31516938939862627
6,12,0.0,1.2714388799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,13,0.0,1.16940912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,14,0.0,1.30787808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,15,0.0,1.42066608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,16,0.0,1.5688521599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,17,0.0,1.74352896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,18,2.7818712549520654,1.64392848,2.885758563228284,0.0,25.68325121273173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7818712549520654
6,19,0.0,1.38723456,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,20,16.40305772211243,1.24032096,17.015620043685093,0.0,151.43901838879734,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.40305772211243
6,21,159.35131916446068,1.16859936,165.30219830338245,198.64354590776776,0.0,4.0,0.0,0.0,0.0,0.0,159.35131916446068,0.0,0.0,0.0,0.0
6,22,496.4644797335452,0.858924,515.0046470264991,459.39650525916585,0.0,13.0,0.0,0.0,0.0,0.0,496.4644797335452,0.0,0.0,0.0,0.0
6,23,299.1240238799968,0.8298883199999999,310.2946305809096,267.78064195003975,0.0,8.0,0.0,0.0,0.0,0.0,299.12402387999686,0.0,0.0,0.0,0.0
7,0,329.71568460859606,0.82907856,342.02871847364736,294.8898279722547,0.0,8.0,0.0,0.0,0.0,0.0,329.71568460859606,0.0,0.0,0.0,0.0
7,1,401.40569527966693,0.80895024,416.39594946023544,350.62630917801914,0.0,10.0,0.0,0.0,0.0,0.0,401.4056952796668,0.0,0.0,0.0,0.0
7,2,291.54882533918556,0.8090659199999999,302.4365408082838,254.7017476314258,0.0,8.0,0.0,0.0,0.0,0.0,291.54882533918476,0.0,0.0,0.0,0.0
7,3,460.0632959661784,0.8207496,477.2440829524673,407.494669331331,0.0,12.0,0.0,0.0,0.0,0.0,460.0632959661779,0.0,0.0,0.0,0.0
7,4,350.73571670503526,0.85406544,363.8337310218209,322.7807120688153,0.0,13.0,0.0,0.0,0.0,0.0,350.7357167050353,0.0,0.0,0.0,0.0
7,5,148.80270004151325,0.8706076800000001,154.35964734596809,139.495998788643,0.0,9.0,0.0,0.0,0.0,0.0,148.80270004151325,0.0,0.0,0.0,0.0
7,6,150.13412988728606,0.9002217599999999,155.74079863826358,145.35627628886974,0.0,7.0,0.0,0.0,0.0,0.0,150.13412988728606,0.0,0.0,0.0,0.0
7,7,219.7163549541616,0.87882096,227.92153003543737,207.84642047458487,0.0,7.0,0.0,0.0,0.0,0.0,219.7163549541616,0.0,0.0,0.0,0.0
7,8,62.240663900414944,0.92520864,64.5650040460736,61.87320121898729,0.0,4.0,0.0,0.0,0.0,0.0,62.24066390041494,0.0,0.0,0.0,0.0
7,9,120.64183745937385,1.1232528,125.1471342939563,144.71423915279235,0.0,3.0,0.0,0.0,0.0,0.0,120.64183745937385,0.0,0.0,0.0,0.0
7,10,22.666461936867357,1.1290368000000002,23.512927320401825,27.325238114764353,0.0,2.0,0.0,0.0,0.0,0.0,22.666461936867357,0.0,0.0,0.0,0.0
7,11,0.0,0.9971616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,12,0.0,0.99241872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,13,0.0,1.06182672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,14,0.0,0.93133968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,15,0.0,0.91317792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,16,0.0,0.92463024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,17,0.0,0.91017024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,18,98.64278656575338,0.90669984,102.32654208065705,96.16646787515477,0.0,4.0,0.0,0.0,0.0,0.0,98.64278656575337,0.0,0.0,0.0,0.0
7,19,93.87843628619959,0.8605435199999999,97.38427000643111,87.02682184117751,0.0,3.0,0.0,0.0,0.0,0.0,93.87843628619959,0.0,0.0,0.0,0.0
7,20,111.97682286400483,0.7748246400000001,116.15852994191374,93.84733848624988,0.0,4.0,0.0,0.0,0.0,0.0,111.97682286400483,0.0,0.0,0.0,0.0
7,21,103.95315232788035,0.6939643200000001,107.83522025713731,78.40314108830577,0.0,6.0,0.0,0.0,0.0,0.0,103.9531523278802,0.0,0.0,0.0,0.0
7,22,104.30636269915706,0.5645184,108.2016210572169,64.66327965362026,0.0,7.0,0.0,0.0,0.0,0.0,104.30636269915706,0.0,0.0,0.0,0.0
7,23,207.5821348123332,0.4152912,215.33416474308427,96.55394453014927,0.0,8.0,0.0,0.0,0.0,0.0,207.5821348123327,0.0,0.0,0.0,0.0
8,0,302.85792866956405,0.28272192,314.167975798303,99.2211333191336,0.0,11.0,0.0,0.0,0.0,0.0,302.8579286695605,0.0,0.0,0.0,0.0
8,1,320.9811372524033,0.1075824,332.96798470166317,46.842735210993254,0.0,12.0,0.0,0.0,0.0,0.0,320.9811372524034,0.0,0.0,0.0,0.0
8,2,268.0057714338204,0.1052688,278.01428571973076,38.468503097896274,0.0,11.0,0.0,0.0,0.0,0.0,268.00577143382037,0.0,0.0,0.0,0.0
8,3,229.58585807772187,0.04812288,238.15960381506423,19.344008921518505,0.0,8.0,0.0,0.0,0.0,0.0,229.5858580777219,0.0,0.0,0.0,0.0
8,4,269.0717515000634,0.06454944,279.12007417019026,27.25591893547754,0.0,10.0,0.0,0.0,0.0,0.0,269.0717515000634,0.0,0.0,0.0,0.0
8,5,131.9397854047892,0.1147545599999999,136.86699730787262,20.23640966547668,0.0,8.0,0.0,0.0,0.0,0.0,131.93978540478923,0.0,0.0,0.0,0.0
8,6,157.72102086811674,0.10434336,163.61101749804644,22.487247977950293,0.0,9.0,0.0,0.0,0.0,0.0,157.72102086811674,0.0,0.0,0.0,0.0
8,7,45.65907347761101,0.19052496,47.36418410540561,10.591813776003967,0.0,5.0,0.0,0.0,0.0,0.0,45.65907347761101,0.0,0.0,0.0,0.0
8,8,99.5765541635025,0.31326144,103.29518066753371,35.777467521067145,0.0,5.0,0.0,0.0,0.0,0.0,99.5765541635025,0.0,0.0,0.0,0.0
8,9,119.0526092541972,0.33639744,123.49855731763193,45.63240077255827,0.0,6.0,0.0,0.0,0.0,0.0,119.0526092541972,0.0,0.0,0.0,0.0
8,10,0.0,0.40742496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
