date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,0.0,1.5442715389769595,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,1.3344328696500052,0.0,1.4628242226223258,0.0,0.0,1.4046193711824226,0.0,4.100990728817279,0.0
2023-01-01 09:00:00,1.5447686915214032,1.8959532157847687,1.12247140875106,2.1614483447806974,0.8494571968148833,0.8802149011414031,0.7869878466435223,0.0,3.065149693825074,2.1322590790230724
2023-01-01 10:00:00,1.5447903230443898,1.9596713933943748,1.9759854768718943,2.1336874370163343,3.0175978420465155,2.822934550294425,2.7195787076100255,1.8063716860306145,1.2308280816037107,2.1208583592820314
2023-01-01 11:00:00,3.934000755240552,0.7729759197043098,1.1844638750720102,1.49933951060495,1.7902511004440214,1.300612656579804,3.379825087455371,2.3763524468743813,1.5688914279393993,0.7657552492184989
2023-01-01 12:00:00,2.8644284631179544,1.3630041129037607,2.0568881909220122,0.5999303859675379,2.1054384715680565,1.6246946103772224,1.7484860167523566,0.8003013201925271,1.1690471815305357,3.238443404149869
2023-01-01 13:00:00,1.2347174132508687,1.79618266154475,2.380027365026955,0.5999303859675379,0.8494571968148833,2.8548210569800387,0.7869878466435223,3.2189461330831857,2.0207712109354534,1.593374357828468
2023-01-01 14:00:00,2.568140922316864,0.7729759197043098,3.2030426539450305,1.790854626308807,2.306853565276536,3.5207601253574716,2.742972156125135,2.550987230322019,3.2215575032339694,2.4876561326118747
2023-01-01 15:00:00,1.2426975142841403,0.8434823955992254,1.1762243849603298,1.9948822725028408,1.7396064885167632,3.266585522809402,2.271908453416077,1.5303397926977116,2.625985317285849,1.275791350030855
2023-01-01 16:00:00,1.2396512185466606,1.923876174620371,0.711787256432229,1.7220417271430453,2.2570381884061392,3.187964454767077,2.1852726047421904,3.2484523584348906,1.761622042661426,2.6995069142424275
2023-01-01 17:00:00,2.1720831160878995,0.7729759197043098,0.711787256432229,0.7028580277383091,2.594094817752941,1.2856609465012958,3.1364054124501943,1.9089934502389634,2.8298060016978037,1.4367068192182149
2023-01-01 18:00:00,0.9652507969232066,0.9448652105064126,1.5372961364024291,1.5320953766234926,1.105495609591394,2.0975930707093755,0.0,2.611986193108538,1.917496544240434,3.445898621483245
2023-01-01 19:00:00,0.9652507969232066,0.0,2.179743120668647,0.0,0.8494571968148833,1.7752285999377506,0.0,0.0,2.2905293100408324,2.0041279570624835
2023-01-01 20:00:00,0.0,0.0,1.5840239936157308,0.0,3.267544644106721,3.4552594302967976,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.711787256432229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,1.1578965403105126,1.0296483568808774,0.0,0.0,2.3802055279950096,5.913179006877291,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,4.539661414419103,1.8974071337228557,0.0,0.0,1.3225178775651076,1.5323322914920674,0.0,4.56390925570675,7.560924222869239,2.7765140363692895
2023-01-02 10:00:00,1.8663154171943428,3.859757001760665,2.9080022534689287,9.278256705196696,3.8999910321775553,4.82939174908821,0.0,6.263661342643171,4.822019659596728,1.3988224925088792
2023-01-02 11:00:00,2.3298916281999684,1.0296483568808774,4.63385200725203,5.492806839166694,1.189121562960058,1.3902032314188595,4.371920497324267,2.8580334588515104,7.560924222869239,2.2090881250501475
2023-01-02 12:00:00,1.1578965403105126,1.8262635962224802,1.2647605973933527,4.198589311709567,2.871746440093881,3.2071758494232965,8.80237729693603,1.537116625024757,7.560924222869239,4.74175099246682
2023-01-02 13:00:00,1.3627487952972945,3.469539231408481,1.2647605973933527,5.958664042072511,3.927730314144686,2.335532710479905,3.4506732980695114,2.8876190577394647,4.722943913427135,1.3567605870981716
2023-01-02 14:00:00,2.3984777025100983,1.2047748714989672,3.870673610450766,2.10025489290275,2.293524911148845,1.6309813829053548,2.373507625741127,5.3198748424884394,4.781430301272942,4.594885230839588
2023-01-02 15:00:00,1.1578965403105126,2.2236580306589864,1.2647605973933527,7.778271194662378,2.1937830135911707,1.3902032314188595,1.9560838437635624,6.917024812611405,4.777877864000364,3.45203816353155
2023-01-02 16:00:00,2.816962887050202,2.676292912751291,5.691422688270087,4.453751662337502,3.749961247383258,4.386593070131737,1.9560838437635624,4.498648400504964,1.6802053828598311,4.74175099246682
2023-01-02 17:00:00,1.2738346230852886,4.633417605963949,1.4453075355964013,2.0618348233770436,1.189121562960058,2.782883008319465,3.151188708694059,4.562175674303548,5.77833528543194,1.0537224427704046
2023-01-02 18:00:00,1.7621309916240686,2.995953687101644,2.409752226875242,2.0618348233770436,1.350137798958244,4.755682908012884,5.3252658777900965,6.528367931439363,7.560924222869239,3.0094018594236944
2023-01-02 19:00:00,1.2721467411412384,2.005806320249537,2.77114745274748,5.801351691366773,1.189121562960058,0.0,0.0,0.0,0.0,1.074120868961091
2023-01-02 20:00:00,0.0,1.0296483568808774,2.1850009683469125,0.0,1.2980996293529723,0.0,0.0,0.0,0.0,3.478580128652665
2023-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0537224427704046
2023-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,0.0,0.0,2.2062359125626236,0.0,0.0,0.0,1.5639357341276496,2.1249576650488993,4.648533984956649,0.0
2023-01-03 09:00:00,0.0,0.0,1.3826265597408112,3.3586733046490442,2.8623513238717164,5.094152924092646,1.5639357341276496,3.9128531354831884,3.8493924222744527,2.9788665077141006
2023-01-03 10:00:00,1.9392886342991622,1.7225673412741294,4.086974216401092,2.6997505447838233,1.551838244830317,4.558911192578453,3.353960355944092,2.621905378155413,5.672519235371905,5.98063240830104
2023-01-03 11:00:00,4.276323054273705,2.8009444206514518,1.3826265597408112,2.6162990633339747,1.551838244830317,3.166830190791973,3.3956980456235275,3.5529448955213603,4.405418281809505,6.120327244843888
2023-01-03 12:00:00,1.9392886342991622,3.619060165953406,2.4601222493411137,4.830209599401371,3.8927476913113233,5.514580134720382,4.171885955206012,2.2633873444250656,5.672519235371905,2.899450936067714
2023-01-03 13:00:00,1.9392886342991622,5.965077872677822,4.6818094189753365,1.9306488133214745,1.551838244830317,2.3820908621977046,5.6188921513836805,4.203686534555988,2.8289731934777587,5.110432672743027
2023-01-03 14:00:00,4.2445512615075724,4.031881693180579,4.202028530038042,1.4517774444342353,1.551838244830317,4.892227121110834,2.0587275801450424,1.2509511444694892,2.283001803598369,4.969888430385144
2023-01-03 15:00:00,5.678250466818393,3.386899541055793,1.7727178592349262,2.415188087662385,2.4156848108004265,5.529920709975058,4.411691129614668,3.567125875949836,2.278991156082813,4.5725139421307475
